Accession 	 ORF 	 start 	 end 	 strand
NZ_CP042814.1	NZ_CP042814.1_1947	2222115	2224070	-1
NZ_CP121570.1	NZ_CP121570.1_407	421891	422637	1
NZ_CP042282.1	NZ_CP042282.1_2527	2956297	2958204	-1
NZ_CP032702.1	NZ_CP032702.1_2181	2402874	2404271	1
NZ_CP082363.1	NZ_CP082363.1_2877	2812479	2814278	-1
NZ_HG992750.1	NZ_HG992750.1_565	622052	623506	-1
NZ_CP021654.1	NZ_CP021654.1_1658	1884281	1885246	1
NZ_AP024109.1	NZ_AP024109.1_5413	5711697	5712575	1
NZ_CP071883.1	NZ_CP071883.1_2830	3049250	3050116	-1
NZ_LS483499.1	NZ_LS483499.1_2331	2195248	2196642	1
NZ_CP063166.1	NZ_CP063166.1_607	628564	629997	1
NZ_CP017603.1	NZ_CP017603.1_3371	3658938	3660698	-1
NZ_CP103075.1	NZ_CP103075.1_1456	1946286	1946930	-1
NZ_CP031451.1	NZ_CP031451.1_29	34623	36017	1
NZ_CP009287.1	NZ_CP009287.1_2917	3508028	3509431	1
NZ_CP073101.1	NZ_CP073101.1_766	754008	755942	1
NZ_CP011361.2	NZ_CP011361.2_952	953877	955334	1
NZ_AP024619.1	NZ_AP024619.1_2131	2160162	2161583	-1
NZ_CP128857.1	NZ_CP128857.1_3161	3449891	3451252	1
NZ_FO704550.1	NZ_FO704550.1_2236	2598509	2599891	1
NZ_FO704551.1	NZ_FO704551.1_1323	1406195	1407595	-1
NZ_LT985980.1	NZ_LT985980.1_1053	1087411	1088871	-1
NZ_CP051128.1	NZ_CP051128.1_5580	5785149	5786567	-1
NZ_CP018133.1	NZ_CP018133.1_2683	2843788	2845527	-1
NZ_CP081257.1	NZ_CP081257.1_1885	1967142	1969118	1
NZ_AP026827.1	NZ_AP026827.1_2046	2266718	2268094	1
NZ_CP119138.1	NZ_CP119138.1_779	806425	807570	-1
NC_007503.1	NC_007503.1_1896	1831857	1833212	-1
NZ_CP070978.1	NZ_CP070978.1_1248	1417881	1418723	-1
NZ_CP022115.1	NZ_CP022115.1_222	224457	225839	-1
NZ_CP077079.1	NZ_CP077079.1_1684	1854918	1855853	1
NZ_CP088020.1	NZ_CP088020.1_2436	2384742	2386118	-1
NZ_CP086069.1	NZ_CP086069.1_86	99803	100735	-1
NZ_AP028062.1	NZ_AP028062.1_1338	1470030	1471547	-1
NZ_AP022126.1	NZ_AP022126.1_658	679172	680005	-1
NZ_CP018839.1	NZ_CP018839.1_266	283439	285046	-1
NZ_CP048021.1	NZ_CP048021.1_1692	1653195	1654949	-1
NZ_CP013652.1	NZ_CP013652.1_4344	4426445	4427770	-1
NZ_CP095074.1	NZ_CP095074.1_765	702948	704702	-1
NZ_CP126242.1	NZ_CP126242.1_148	155622	156473	-1
NZ_CP127162.1	NZ_CP127162.1_4415	4716116	4717201	-1
NZ_CP073745.1	NZ_CP073745.1_1037	1132800	1134416	1
NZ_CP032418.1	NZ_CP032418.1_1571	1557722	1559140	-1
NZ_CP013217.1	NZ_CP013217.1_824	852062	853600	1
NZ_CP009848.1	NZ_CP009848.1_573	608196	609650	-1
NZ_HG992337.1	NZ_HG992337.1_354	416874	418292	-1
NZ_CP029684.2	NZ_CP029684.2_323	325091	326794	-1
NZ_CP117968.1	NZ_CP117968.1_1592	1558367	1560070	-1
NZ_CP006943.1	NZ_CP006943.1_1765	1909005	1909709	1
NZ_CP077429.1	NZ_CP077429.1_4311	4647362	4648195	-1
NZ_CP120965.1	NZ_CP120965.1_1710	1847229	1848950	1
NZ_CP068771.1	NZ_CP068771.1_1036	1130454	1132190	1
NZ_CP049703.1	NZ_CP049703.1_246	237859	239616	-1
NZ_CP031739.1	NZ_CP031739.1_3947	3965991	3967523	1
NZ_CP069127.1	NZ_CP069127.1_3984	4029834	4031294	-1
NZ_CP035232.1	NZ_CP035232.1_3519	3343207	3344943	-1
NZ_CP098755.1	NZ_CP098755.1_3975	4069231	4070997	-1
NC_015434.1	NC_015434.1_5373	6029135	6029953	-1
NZ_CP120712.1	NZ_CP120712.1_281	281061	281960	-1
NZ_CP043529.1	NZ_CP043529.1_1428	1831096	1831980	1
NC_015958.1	NC_015958.1_1636	1589362	1590447	-1
NZ_CP110666.1	NZ_CP110666.1_1464	1487183	1488922	1
NZ_CP039727.1	NZ_CP039727.1_3628	3749925	3751691	-1
NZ_CP018308.1	NZ_CP018308.1_2663	2966143	2967750	1
NZ_CM001230.1	NZ_CM001230.1_1205	1365692	1367059	-1
NZ_CP066150.1	NZ_CP066150.1_653	745766	746314	1
NZ_CP085485.1	NZ_CP085485.1_2777	2878400	2880172	1
NZ_CP009287.1	NZ_CP009287.1_5788	6683092	6684153	-1
NZ_CP126144.1	NZ_CP126144.1_4901	5098674	5100098	-1
NZ_AP025627.1	NZ_AP025627.1_741	782279	784036	1
NZ_CP048273.1	NZ_CP048273.1_3554	3431986	3433743	-1
NZ_CP034035.1	NZ_CP034035.1_2470	2735418	2736791	1
NZ_CP126114.1	NZ_CP126114.1_3950	4020713	4022137	-1
NZ_CP015750.1	NZ_CP015750.1_55	43518	44333	1
NZ_CP023818.1	NZ_CP023818.1_2604	2856144	2857157	1
NZ_CP072801.1	NZ_CP072801.1_1883	1922379	1923857	-1
NZ_CP115153.1	NZ_CP115153.1_3823	3740011	3741777	-1
NZ_CP069127.1	NZ_CP069127.1_1408	1409303	1411072	1
NZ_CP084622.1	NZ_CP084622.1_3626	3570522	3572291	-1
NZ_CP018196.1	NZ_CP018196.1_1283	1404795	1405661	-1
NZ_CP101517.1	NZ_CP101517.1_979	1017232	1017978	-1
NZ_CP028083.1	NZ_CP028083.1_2791	2837004	2838449	-1
NZ_CP077683.1	NZ_CP077683.1_2266	2616450	2617898	1
NZ_CP048274.1	NZ_CP048274.1_1281	1334466	1335827	-1
NZ_CP093301.1	NZ_CP093301.1_644	642521	644293	-1
NZ_CP009257.1	NZ_CP009257.1_3456	3527936	3528691	-1
NZ_CP075532.1	NZ_CP075532.1_1247	1339182	1340030	1
NZ_HG916765.1	NZ_HG916765.1_1756	1953289	1954662	-1
NZ_CP116398.1	NZ_CP116398.1_68	71578	73191	-1
NZ_CP099738.1	NZ_CP099738.1_6822	7409162	7410046	-1
NZ_CP089997.1	NZ_CP089997.1_3146	3167622	3169397	-1
NZ_CP061799.1	NZ_CP061799.1_1380	1636651	1637547	-1
NZ_CP054866.1	NZ_CP054866.1_4188	4797783	4799876	1
NZ_CP127871.1	NZ_CP127871.1_1396	1600930	1603017	-1
NZ_CP114887.1	NZ_CP114887.1_2820	2936637	2938175	-1
NZ_CP126080.1	NZ_CP126080.1_3599	3592410	3594176	-1
NZ_AP025784.1	NZ_AP025784.1_505	554649	555482	1
NZ_CP066351.1	NZ_CP066351.1_6402	6704831	6705697	1
NZ_CM004383.1	NZ_CM004383.1_305	347124	349772	1
NZ_CP046266.1	NZ_CP046266.1_4063	4324669	4326441	-1
NZ_CP086243.1	NZ_CP086243.1_3634	3903062	3904672	-1
NZ_CP011031.1	NZ_CP011031.1_16	19847	21445	-1
NZ_CP012602.1	NZ_CP012602.1_1564	1736244	1738013	1
NZ_CP116902.1	NZ_CP116902.1_1982	2029192	2030598	-1
NZ_AP025497.1	NZ_AP025497.1_1447	1632082	1633806	1
NZ_CP034668.1	NZ_CP034668.1_2202	2378313	2379689	1
NZ_CP076024.1	NZ_CP076024.1_1437	1586377	1587819	1
NZ_CP063142.1	NZ_CP063142.1_596	595950	597710	1
NZ_CP124202.1	NZ_CP124202.1_1204	1289309	1290841	1
NZ_CP016824.1	NZ_CP016824.1_1420	1718966	1719769	1
NC_009328.1	NC_009328.1_2700	2763183	2764934	-1
NZ_AP022871.1	NZ_AP022871.1_4633	5097413	5098357	-1
NC_003869.1	NC_003869.1_1571	1583311	1584681	-1
NZ_CP034363.1	NZ_CP034363.1_2989	3216884	3218266	1
NZ_CP016808.1	NZ_CP016808.1_147	171578	172960	-1
NZ_CP019980.1	NZ_CP019980.1_1219	1292668	1294221	1
NZ_CP071755.2	NZ_CP071755.2_2365	3058567	3059514	-1
NZ_CP045622.1	NZ_CP045622.1_3988	4379148	4381031	1
NZ_CP091308.1	NZ_CP091308.1_343	374526	375689	-1
NZ_CP019699.1	NZ_CP019699.1_1650	1597789	1599207	1
NZ_CP114280.1	NZ_CP114280.1_1249	1367825	1369192	-1
NZ_CP063356.1	NZ_CP063356.1_2798	2808839	2810611	1
NZ_CP060274.1	NZ_CP060274.1_3482	3365318	3367087	-1
NZ_CP126107.1	NZ_CP126107.1_4577	4663863	4665281	-1
NZ_CP103100.1	NZ_CP103100.1_2125	2325902	2327329	-1
NZ_CP090977.1	NZ_CP090977.1_1503	1356907	1358304	1
NZ_CP088935.1	NZ_CP088935.1_301	360141	360896	1
NZ_CP021920.1	NZ_CP021920.1_1371	1322818	1324560	1
NZ_CP123639.1	NZ_CP123639.1_1421	1602583	1604028	1
NZ_CP055543.1	NZ_CP055543.1_3014	3085815	3087419	1
NZ_LT629798.1	NZ_LT629798.1_5015	5824740	5826683	-1
NZ_CP018145.1	NZ_CP018145.1_3462	3666040	3667101	-1
NZ_CP102255.1	NZ_CP102255.1_1498	1523306	1523632	1
NZ_LT840184.1	NZ_LT840184.1_3139	3368833	3370257	-1
NZ_CP059733.1	NZ_CP059733.1_676	787809	789383	1
NZ_CP102145.1	NZ_CP102145.1_1441	1457942	1459318	-1
NZ_CP095746.1	NZ_CP095746.1_143	128325	129710	-1
NZ_JAEHGC010000001.1	NZ_JAEHGC010000001.1_877	844161	845576	-1
NZ_CP058128.1	NZ_CP058128.1_3916	4136016	4136849	1
NZ_CP066308.1	NZ_CP066308.1_3268	3322065	3323831	-1
NZ_CP017668.1	NZ_CP017668.1_2949	3119928	3120698	1
NZ_CP059724.1	NZ_CP059724.1_624	702726	703775	1
NC_013061.1	NC_013061.1_582	705073	706659	-1
NZ_AP018316.1	NZ_AP018316.1_4243	4604637	4605551	-1
NZ_CP090564.1	NZ_CP090564.1_4104	4741042	4742421	1
NZ_CP010976.1	NZ_CP010976.1_2998	3266302	3267345	-1
NC_013791.2	NC_013791.2_2969	2941058	2942839	-1
NZ_CP012600.1	NZ_CP012600.1_2155	2115035	2116783	-1
NZ_CP054705.1	NZ_CP054705.1_3590	3549740	3551497	-1
NZ_CP064070.1	NZ_CP064070.1_1398	1534441	1535514	-1
NZ_CP041063.1	NZ_CP041063.1_1455	1417982	1419400	-1
NZ_CP072366.1	NZ_CP072366.1_262	381821	382693	-1
NZ_CP040094.1	NZ_CP040094.1_3221	3679633	3680661	1
NZ_CP118020.1	NZ_CP118020.1_422	433613	435214	1
NZ_CP097314.1	NZ_CP097314.1_2114	2163458	2164993	-1
NZ_CP073310.1	NZ_CP073310.1_4695	4849712	4850614	-1
NZ_CP068053.1	NZ_CP068053.1_3582	3676797	3678572	1
NZ_CP072888.1	NZ_CP072888.1_2674	2793037	2794878	1
NZ_CP020814.1	NZ_CP020814.1_3512	3391948	3393726	-1
NZ_CP096780.1	NZ_CP096780.1_3358	3589867	3591420	-1
NZ_CP034235.1	NZ_CP034235.1_6114	6829811	6831190	-1
NZ_CP096034.1	NZ_CP096034.1_3562	3833928	3835253	-1
NZ_CP118269.1	NZ_CP118269.1_1278	1433675	1435063	-1
NZ_CM002299.1	NZ_CM002299.1_3774	4143256	4144419	-1
NZ_CP061799.1	NZ_CP061799.1_1022	1254999	1255886	-1
NZ_CP059724.1	NZ_CP059724.1_2935	3161181	3162557	1
NZ_CP006019.1	NZ_CP006019.1_1257	1158491	1159519	1
NZ_CP090063.1	NZ_CP090063.1_1688	1760888	1761814	1
NZ_CP017634.1	NZ_CP017634.1_490	548202	549290	1
NZ_CP013232.1	NZ_CP013232.1_533	641819	643204	-1
NZ_CP095074.1	NZ_CP095074.1_678	623572	624954	-1
NZ_CP070969.1	NZ_CP070969.1_2738	3131163	3132548	1
NZ_CP031841.1	NZ_CP031841.1_880	915372	916244	1
NZ_CP019509.1	NZ_CP019509.1_1400	1639318	1640940	1
NZ_AP018316.1	NZ_AP018316.1_1746	1817053	1817955	-1
NZ_CP016537.2	NZ_CP016537.2_1240	1314675	1316072	1
NZ_CP095071.1	NZ_CP095071.1_1450	1475793	1477208	1
NZ_CP125299.1	NZ_CP125299.1_1247	1300892	1302310	1
NZ_CP054624.1	NZ_CP054624.1_1592	1769754	1771637	1
NZ_CP116887.1	NZ_CP116887.1_785	848285	849598	1
NZ_CP102798.1	NZ_CP102798.1_1468	1603834	1604907	-1
NZ_CP045612.1	NZ_CP045612.1_3976	5034249	5035991	1
NZ_CP091801.1	NZ_CP091801.1_1541	1873694	1874539	-1
NZ_CP014915.1	NZ_CP014915.1_679	788249	789637	1
NZ_CP093300.1	NZ_CP093300.1_3874	4013349	4015133	-1
NZ_CP009284.1	NZ_CP009284.1_5682	6526358	6527422	-1
NZ_AP021853.1	NZ_AP021853.1_2148	2208585	2210210	-1
NZ_CP042831.1	NZ_CP042831.1_2784	3041896	3043992	-1
NZ_LT629775.1	NZ_LT629775.1_143	191216	192172	1
NZ_CP033048.1	NZ_CP033048.1_3966	4260218	4261597	1
NZ_CP053707.1	NZ_CP053707.1_310	321681	322604	-1
NZ_LT608328.1	NZ_LT608328.1_2670	3331306	3333162	-1
NZ_CP041305.1	NZ_CP041305.1_2996	3120155	3121927	1
NZ_CP009454.1	NZ_CP009454.1_2777	3058944	3060887	1
NZ_CP069296.1	NZ_CP069296.1_3122	3084105	3085865	-1
NZ_CP034346.1	NZ_CP034346.1_3398	3861386	3862447	-1
NC_018645.1	NC_018645.1_3402	3808957	3810738	1
NZ_CP059856.1	NZ_CP059856.1_1814	2225624	2227552	-1
NZ_CP017703.1	NZ_CP017703.1_2094	2185183	2186580	1
NZ_CP080545.1	NZ_CP080545.1_5145	5614186	5615121	1
NC_002932.3	NC_002932.3_591	656128	657327	1
NZ_CP009170.1	NZ_CP009170.1_1700	1650928	1651932	1
NZ_CP036528.1	NZ_CP036528.1_2361	2400763	2402214	-1
NZ_OW711693.1	NZ_OW711693.1_152	189318	191135	1
NZ_CP076723.1	NZ_CP076723.1_779	913363	914811	-1
NZ_CP082237.1	NZ_CP082237.1_1398	1350454	1351848	1
NC_003197.2	NC_003197.2_4407	4741390	4742202	-1
NC_014219.1	NC_014219.1_1373	1552428	1554221	1
NZ_CP126102.1	NZ_CP126102.1_2076	2070732	2072108	-1
NZ_CP095378.1	NZ_CP095378.1_60	59824	60510	-1
NZ_CP042161.1	NZ_CP042161.1_632	676524	677606	1
NZ_CP045915.1	NZ_CP045915.1_3501	3668096	3669511	1
NZ_CP093442.1	NZ_CP093442.1_2635	2803592	2805259	-1
NZ_CP069450.1	NZ_CP069450.1_2804	3408458	3410401	-1
NZ_CP026040.1	NZ_CP026040.1_3780	4088229	4089983	1
NZ_CP087172.1	NZ_CP087172.1_3300	3751325	3752359	-1
NZ_CP009241.1	NZ_CP009241.1_6374	7184274	7185332	-1
NZ_CP009280.1	NZ_CP009280.1_5515	6403684	6404346	-1
NZ_CP091110.1	NZ_CP091110.1_4509	4815889	4817325	-1
NZ_CP126101.1	NZ_CP126101.1_1623	1751543	1752616	-1
NZ_CP047673.1	NZ_CP047673.1_2795	2821815	2823212	-1
NZ_CP110224.1	NZ_CP110224.1_376	322133	323509	1
NZ_CP049055.1	NZ_CP049055.1_419	463951	465738	1
NZ_CP110644.1	NZ_CP110644.1_2923	3384331	3385716	-1
NZ_CP091881.1	NZ_CP091881.1_6132	7067620	7068762	-1
NZ_LS483343.1	NZ_LS483343.1_1793	1845302	1846648	-1
NZ_CP113116.1	NZ_CP113116.1_4527	4919020	4920246	1
NZ_CP103554.1	NZ_CP103554.1_4847	5273695	5274510	1
NZ_CP126095.1	NZ_CP126095.1_2731	3144741	3146147	1
NZ_CP085715.1	NZ_CP085715.1_91	79740	81143	1
NZ_CP013422.1	NZ_CP013422.1_1422	1658861	1659991	-1
NZ_CP053482.1	NZ_CP053482.1_3653	3719838	3721304	1
NZ_CP043611.1	NZ_CP043611.1_2186	2537536	2538645	1
NC_019675.1	NC_019675.1_2003	1977383	1978501	-1
NC_016593.1	NC_016593.1_2802	2824611	2826359	-1
NZ_CP019640.1	NZ_CP019640.1_1309	1320555	1321967	1
NZ_CP029078.1	NZ_CP029078.1_4145	4888536	4889414	-1
NZ_CP012600.1	NZ_CP012600.1_1241	1269215	1270630	-1
NZ_CP045369.1	NZ_CP045369.1_608	679286	680707	-1
NZ_CP050831.1	NZ_CP050831.1_4444	5820871	5823264	-1
NZ_AP022842.1	NZ_AP022842.1_3318	3228786	3230555	-1
NZ_CP059466.1	NZ_CP059466.1_51	43631	45049	-1
NZ_CM002692.1	NZ_CM002692.1_2816	2765051	2766805	-1
NC_002570.2	NC_002570.2_3161	3272467	3274236	-1
NZ_CP012937.1	NZ_CP012937.1_1736	2226353	2228746	1
NZ_CP059693.1	NZ_CP059693.1_4720	5597688	5599151	-1
NZ_LN908213.1	NZ_LN908213.1_649	703930	705003	1
NZ_CP026678.1	NZ_CP026678.1_356	342550	343644	-1
NZ_CP030076.1	NZ_CP030076.1_2898	3090382	3092004	1
NZ_CP051680.1	NZ_CP051680.1_5551	6570879	6572264	1
NZ_CP036356.1	NZ_CP036356.1_4050	4047110	4048183	1
NZ_CP125961.1	NZ_CP125961.1_1329	1518889	1520307	-1
NZ_CP064060.1	NZ_CP064060.1_2035	2038642	2039712	1
NZ_CP019384.1	NZ_CP019384.1_1293	1435147	1436334	-1
NZ_CP035467.1	NZ_CP035467.1_4188	4801805	4803313	-1
NZ_CP017305.1	NZ_CP017305.1_1540	1736276	1738048	-1
NZ_CP126110.1	NZ_CP126110.1_3977	4134426	4136192	-1
NZ_LS483397.1	NZ_LS483397.1_610	588923	590248	1
NZ_CP014342.1	NZ_CP014342.1_1115	1110455	1111825	1
NZ_CP065233.1	NZ_CP065233.1_3789	4346054	4347979	-1
NC_022524.1	NC_022524.1_3630	3597631	3599394	-1
NZ_CP042593.1	NZ_CP042593.1_4003	4235196	4236560	1
NZ_CP120232.1	NZ_CP120232.1_4152	4184381	4185838	1
NZ_CP025505.1	NZ_CP025505.1_124	139135	140760	-1
NZ_CP052859.1	NZ_CP052859.1_5239	5847266	5848687	-1
NZ_CP106878.1	NZ_CP106878.1_2023	2107412	2109031	-1
NZ_CP016540.2	NZ_CP016540.2_1226	1285955	1287352	1
NC_014376.1	NC_014376.1_241	261426	262844	1
NZ_CP063356.1	NZ_CP063356.1_862	879028	880413	-1
NZ_CP083442.1	NZ_CP083442.1_5902	6602846	6604264	-1
NZ_CP026029.1	NZ_CP026029.1_5074	5888293	5889669	1
NC_014335.1	NC_014335.1_1807	1814005	1815078	1
NZ_CP041305.1	NZ_CP041305.1_2528	2644023	2645399	-1
NZ_CP017703.1	NZ_CP017703.1_2997	3102913	3104283	-1
NZ_CP036341.1	NZ_CP036341.1_4159	5420988	5422715	-1
NZ_CP023070.1	NZ_CP023070.1_1876	1951838	1952557	-1
NZ_CP102358.1	NZ_CP102358.1_4790	5501880	5503622	-1
NZ_CP041753.1	NZ_CP041753.1_4206	4805590	4807056	1
NZ_FO818640.1	NZ_FO818640.1_305	343947	344831	1
NZ_LT837803.1	NZ_LT837803.1_1315	1478859	1480460	-1
NZ_CP033724.1	NZ_CP033724.1_329	358833	359657	1
NZ_CP035974.1	NZ_CP035974.1_1889	1932869	1933555	1
NZ_CP009283.1	NZ_CP009283.1_5923	6881334	6882398	-1
NZ_CP022196.1	NZ_CP022196.1_1167	1210929	1212239	1
NZ_CP022163.1	NZ_CP022163.1_7628	9277306	9278067	1
NZ_CP109811.1	NZ_CP109811.1_3692	3614903	3616669	-1
NZ_CP011114.1	NZ_CP011114.1_3717	3929683	3931092	-1
NZ_CP036313.1	NZ_CP036313.1_898	1034722	1036473	-1
NZ_CP109617.1	NZ_CP109617.1_2731	2680368	2682323	1
NZ_CP022315.1	NZ_CP022315.1_720	729587	730963	-1
NZ_CP024848.1	NZ_CP024848.1_2395	2424356	2425720	-1
NZ_CP026118.1	NZ_CP026118.1_3591	3591742	3593496	1
NZ_CP033868.1	NZ_CP033868.1_338	378627	379376	-1
NZ_CP011798.1	NZ_CP011798.1_1819	1997012	1998613	1
NZ_AP019749.1	NZ_AP019749.1_2491	2806476	2807912	1
NZ_CP054938.1	NZ_CP054938.1_2589	2910170	2910973	-1
NZ_AP025232.1	NZ_AP025232.1_3901	4695332	4696456	-1
NZ_CP115959.1	NZ_CP115959.1_982	908347	909720	-1
NZ_CP021780.1	NZ_CP021780.1_5978	6531620	6532672	-1
NZ_CP107028.1	NZ_CP107028.1_301	273554	274963	1
NZ_AP022843.1	NZ_AP022843.1_2033	2145983	2146807	-1
NZ_LT629690.1	NZ_LT629690.1_4091	4846941	4847804	1
NZ_CM000740.1	NZ_CM000740.1_1818	1779540	1780613	1
NZ_CP091110.1	NZ_CP091110.1_5291	5705344	5706426	-1
NZ_CP086393.1	NZ_CP086393.1_4464	5208562	5209623	-1
NZ_CP021838.1	NZ_CP021838.1_2730	2587823	2589586	1
NZ_CP016534.2	NZ_CP016534.2_1367	1423963	1425360	1
NZ_CP070969.1	NZ_CP070969.1_5413	5875127	5876191	-1
NZ_CP079217.1	NZ_CP079217.1_204	269045	269923	-1
NZ_CP033044.1	NZ_CP033044.1_2675	2859484	2861253	1
NZ_CP072352.1	NZ_CP072352.1_301	404081	404953	-1
NZ_AP025343.1	NZ_AP025343.1_3912	4429281	4430702	-1
NZ_CP071007.1	NZ_CP071007.1_2214	2444202	2445131	1
NZ_CP014477.1	NZ_CP014477.1_1371	1512765	1514624	-1
NZ_CP028574.2	NZ_CP028574.2_641	681946	682935	-1
NZ_CP093312.1	NZ_CP093312.1_1342	1370351	1372222	-1
NZ_AP023366.1	NZ_AP023366.1_3358	3212735	3214159	1
NC_010086.1	NC_010086.1_525	624314	625444	1
NZ_CP059724.1	NZ_CP059724.1_3591	3876374	3877768	-1
NZ_CP035925.1	NZ_CP035925.1_1791	1699084	1700466	-1
NZ_CP119107.1	NZ_CP119107.1_1198	1356527	1357813	1
NC_013216.1	NC_013216.1_1040	1104454	1105830	1
NC_021017.1	NC_021017.1_1920	2257884	2258765	-1
NZ_OU997945.1	NZ_OU997945.1_2947	3055483	3056853	-1
NZ_CP097350.1	NZ_CP097350.1_284	244728	245516	1
NZ_CP027226.1	NZ_CP027226.1_1318	1542701	1544251	-1
NZ_CP045293.1	NZ_CP045293.1_4100	4531615	4532994	1
NZ_CP029064.1	NZ_CP029064.1_624	702784	704232	-1
NZ_AP022013.1	NZ_AP022013.1_1066	1130802	1131623	1
NZ_CP068013.1	NZ_CP068013.1_3311	3661948	3662787	-1
NC_020304.1	NC_020304.1_645	766500	767372	1
NZ_CP113527.1	NZ_CP113527.1_1388	1489663	1490736	-1
NZ_AP025343.1	NZ_AP025343.1_421	476288	477421	1
NZ_CP064090.1	NZ_CP064090.1_2459	2698758	2699903	1
NZ_CP103068.1	NZ_CP103068.1_3544	4281959	4283200	-1
NC_015690.1	NC_015690.1_1261	1483967	1485349	1
NZ_CP053744.1	NZ_CP053744.1_2537	2921873	2923486	1
NZ_CP046057.1	NZ_CP046057.1_2747	2782839	2784077	-1
NZ_CP058997.1	NZ_CP058997.1_1655	1531837	1532910	1
NZ_CP073250.1	NZ_CP073250.1_166	186481	187344	1
NZ_AP024480.1	NZ_AP024480.1_171	211579	212652	-1
NZ_CP056123.1	NZ_CP056123.1_1484	1722233	1723630	1
NZ_CP091798.1	NZ_CP091798.1_1507	1854928	1855773	-1
NZ_CP021965.1	NZ_CP021965.1_2763	3169667	3171064	1
NZ_CP104467.1	NZ_CP104467.1_6472	7396338	7397423	-1
NZ_AP025689.1	NZ_AP025689.1_2688	2707077	2708525	-1
NZ_CP085880.1	NZ_CP085880.1_1635	1753886	1754971	-1
NZ_AP024136.1	NZ_AP024136.1_2603	2854907	2856823	-1
NZ_CP030028.1	NZ_CP030028.1_4017	4114089	4115489	1
NC_009457.1	NC_009457.1_1010	1100035	1101579	1
NZ_CP103067.1	NZ_CP103067.1_2784	3295432	3296712	-1
NZ_CP106869.1	NZ_CP106869.1_3853	4623384	4624763	1
NZ_AP022557.1	NZ_AP022557.1_137	144435	146183	1
NZ_AP023239.1	NZ_AP023239.1_3809	4184836	4186245	-1
NZ_CP110622.1	NZ_CP110622.1_830	858168	860003	1
NZ_AP018448.1	NZ_AP018448.1_5661	6651766	6653733	1
NZ_CP015438.1	NZ_CP015438.1_754	761498	762178	1
NZ_CP125968.1	NZ_CP125968.1_3746	2927816	2928841	-1
NZ_CP095073.1	NZ_CP095073.1_1968	1932960	1933526	1
NZ_CP040468.1	NZ_CP040468.1_2579	3061700	3062338	1
NZ_CP089518.1	NZ_CP089518.1_2482	2516940	2518412	-1
NZ_CP056089.1	NZ_CP056089.1_283	318214	320040	1
NZ_CP083675.1	NZ_CP083675.1_902	1047059	1047814	-1
NZ_CP033430.1	NZ_CP033430.1_3430	3925512	3926873	1
NZ_CP077201.1	NZ_CP077201.1_1532	1699768	1700583	1
NZ_CAMGZB010000001.1	NZ_CAMGZB010000001.1_1852	2023237	2024679	-1
NZ_CP103130.1	NZ_CP103130.1_4834	5767059	5768663	1
NZ_CP086067.1	NZ_CP086067.1_241	257788	259233	1
NC_010803.1	NC_010803.1_179	193271	193966	1
NZ_AP015030.1	NZ_AP015030.1_21	19896	20606	-1
